subject,number,name,description,credit_hours,crn,section,enrollment_status,type,type_code,start_time,end_time,days,room,building,instructors,
CHLH,565,Teaching in the Professoriate,"Same as KIN 565, RST 560, and SHS 565. See KIN 565.",4 hours.,40991,B1,CrossListOpen,Lecture-Discussion,LCD,13:00,14:40,M,130,Freer Hall,"Carlson, K",
CHLH,568,Computer Packages in Health Research,"This introductory level class is designed to introduce students to SAS and STATA programming for the analysis of public health, clinical and biomedical data. Students will learn to perform basic data management and analysis tasks in SAS and STATA, the leading software packages in public health research. Students will use both programs to write programs for processing data and performing statistical analyses. The course is recommended for graduate students interested in pursuing careers in epidemiology, community health, and other fields that involve health data analysis. 2 graduate hours. 2 professional hours. Prerequisite: Restricted to graduate Public Health majors at Urbana-Champaign.",2 hours.,30003,CPH,Open (Restricted),Lecture-Discussion,LCD,13:00,14:50,M,1001,Huff Hall,,
CHLH,572,Principles of Epidemiology,"Advanced course designed to provide an introduction to the fundamental concepts and principles of epidemiology and demonstrate their applicability in the field of public health. Emphasizes the use of epidemiologic data and research to a) describe the pattern of diseases in communities, and b) identify risk factors for diseases and for health disparities. Prerequisite: Completion or concurrent enrollment of basic statistics course is encouraged.",4 hours.,45430,AB1,Open,Laboratory,LAB,11:00,11:50,R,1001,Huff Hall,,
CHLH,572,Principles of Epidemiology,"Advanced course designed to provide an introduction to the fundamental concepts and principles of epidemiology and demonstrate their applicability in the field of public health. Emphasizes the use of epidemiologic data and research to a) describe the pattern of diseases in communities, and b) identify risk factors for diseases and for health disparities. Prerequisite: Completion or concurrent enrollment of basic statistics course is encouraged.",4 hours.,45432,AB2,Open,Laboratory,LAB,13:00,13:50,R,1001,Huff Hall,,
CHLH,572,Principles of Epidemiology,"Advanced course designed to provide an introduction to the fundamental concepts and principles of epidemiology and demonstrate their applicability in the field of public health. Emphasizes the use of epidemiologic data and research to a) describe the pattern of diseases in communities, and b) identify risk factors for diseases and for health disparities. Prerequisite: Completion or concurrent enrollment of basic statistics course is encouraged.",4 hours.,30011,AL1,Open (Restricted),Lecture,LEC,9:30,10:50,TR,331,Armory,,
CHLH,573,Biostatistics in Public Health,"Introduction to fundamental topics in biostatistics in public health, covering univariate and bivariate statistics as well as basic topics in multivariate analysis. Including practice in analyzing health data through computer laboratory sessions.",4 hours.,35557,AB1,Open (Restricted),Discussion/Recitation,DIS,15:30,16:20,R,70B,Wohlers Hall,"Gao, X",
CHLH,573,Biostatistics in Public Health,"Introduction to fundamental topics in biostatistics in public health, covering univariate and bivariate statistics as well as basic topics in multivariate analysis. Including practice in analyzing health data through computer laboratory sessions.",4 hours.,35550,AL1,Open (Restricted),Lecture,LEC,14:00,15:20,TR,70B,Wohlers Hall,"Gao, X",
CHLH,575,Chronic Disease Prevention,"Advanced course in population-based approaches to chronic disease prevention, with emphasis on policy and environmental strategies affecting lifestyle risk factors. Provides an understanding of common diseases, screen tests, community assessment, systematic evidence reviews, and evidence-based community interventions. Prerequisite: MPH students or consent of instructor.",4 hours.,33625,C1,Closed,Lecture,LEC,ARRANGED,,,,,"Kaplan, J",
CHLH,576,Analytical Epidemiology,"The aim of this advanced epidemiology course is to provide students in-depth coverage of the design of epidemiologic research studies and the analysis of epidemiologic data. This course will expand analytical, writing, and oral communication skills using in-class group exercises, take-home computer exercises, and a course project. 4 graduate hours. 4 professional hours. Prerequisite: CHLH 572 and CHLH 573 or equivalent. Restricted to graduate Public Health majors at Urbana-Champaign.",4 hours.,30015,A,Open (Restricted),Lecture-Discussion,LCD,9:30,10:50,TR,2021C,Huff Hall,,
CHLH,578,Applied Epidemiology,"Advanced epidemiologic analysis of disease problems. Covers research designs including cohort, case-control, and intervention trials; methods of analysis including multivariate adjustment for confounding and description of effect modification; and application of statistical computer software with emphasis on chronic diseases. Same as PATH 520. Prerequisite: CHLH 474, PATH 517, or equivalent and advanced course work in statistics through multivariate analysis.",4 hours.,58223,A,CrossListOpen (Restricted),Lecture-Discussion,LCD,14:00,15:20,TR,2021C,Huff Hall,,
CHLH,579,Cultural Competence in Public Health,"Cultural competence education increases public health professionals' cultural awareness, knowledge of self and others, communication skills, attitudes, and behaviors. This course will examine theoretical models in public health and explore community-based programs as they relate to cultural competence and health promotion. 4 graduate hours. No professional credit. Prerequisite: Restricted to MPH Graduate Students.",4 hours.,58248,A,Open (Restricted),Lecture-Discussion,LCD,9:00,11:50,W,3005,Huff Hall,"Aguinaga, S",
CHLH,581,Professionalism in Public Health,The overall goal of this course is to introduce MPH students to concepts of professionalism and public service. These concepts will be utilized to directly prepare for the MPH Applied Practice Experience and the MPH Integrative Learning Experience. Both the Applied Practice Experience and Integrative Learning Experience are supervised and evaluated field experiences in public health practice settings of your choice. This seminar prepares students to formulate and identify meaningful practice experiences. Students will take this course twice during the first academic year of enrollment in the MPH program. 1 graduate hour. No professional credit. May be repeated in separate semesters for a maximum of 2 hours. Required of all MPH students during the first year of their program. Prerequisite: Restricted to MPH students.,1 hours.,72026,PPH,Open (Restricted),Lecture-Discussion,LCD,14:00,15:50,W,1002,Huff Hall,"DelMastro-Jeffery, N",
CHLH,585,Community Health Internship,"Observation, study, and practical work in student's area of specialization under supervision in professional field situations; student works for a minimum of 12 weeks in a University-approved agency or site. Prerequisite: CHLH 429, CHLH 474 and CHLH 510; or graduate standing in community health; or consent of the department.",4 hours.,72027,A,CrossListOpen (Restricted),Internship,INT,10:00,11:50,M,206,David Kinley Hall,"DelMastro-Jeffery, N;Seraphin, T",
CHLH,587,MPH Applied Practice Experience,"Provides MPH students with planned, supervised and evaluated field experience in a public health practice setting where students will synthesize knowledge and skills acquired through the course of MPH study. Approved for letter and S/U grading. May be repeated up to 4 hours in separate terms. Prerequisite: Completion of all Core MPH Courses.",1 TO 4 hours.,30020,A,CrossListOpen (Restricted),Internship,INT,10:00,11:50,M,206,David Kinley Hall,"DelMastro-Jeffery, N;Seraphin, T",
CHLH,589,MPH Integrative Learning Experience,"Provides MPH students an opportunity to synthesize, integrate, and apply knowledge and skills acquired in MPH coursework, through work on a project relevant to public health practice. Generally offered for MPH students in their last semester of study in the MPH program. Prerequisite: MPH student.",2 hours.,48359,A,CrossListOpen (Restricted),Internship,INT,10:00,11:50,M,206,David Kinley Hall,"DelMastro-Jeffery, N;Seraphin, T",
CHLH,591,Seminar,"Lecture, discussions, and critiques on kinesiology and community health related subjects by faculty members and visiting professional leaders; presentation and criticism of student research. Approved for S/U grading only. May be repeated in subsequent terms as topics vary.",1 hours.,48358,A,CrossListOpen (Restricted),Discussion/Recitation,DIS,12:00,12:50,F,2001,Huff Hall,"Woods, A",
CHLH,593,Special Projects,"Independent research on special projects. May be repeated to a maximum of 8 hours. Prerequisite: EPSY 480, KIN 501, and CHLH 540 or equivalent.",2 TO 4 hours.,75774,,Open (Restricted),Independent Study,IND,ARRANGED,,,,,,
CHLH,594,Special Topics,Lecture course in topics of current interest; specific subject matter announced in the Class Schedule. May be repeated.,1 TO 4 hours.,68423,HAP,Open (Restricted),Lecture-Discussion,S0,14:00,15:50,W,2021C,Huff Hall,"Seraphin, T",
CHLH,594,Special Topics,Lecture course in topics of current interest; specific subject matter announced in the Class Schedule. May be repeated.,1 TO 4 hours.,68424,HE,Open (Restricted),Lecture-Discussion,S3,14:00,16:50,M,3005,Huff Hall,"Mamaril, C",
CHLH,594,Special Topics,Lecture course in topics of current interest; specific subject matter announced in the Class Schedule. May be repeated.,1 TO 4 hours.,30023,OM,Open (Restricted),Lecture-Discussion,S2,14:00,15:20,TR,3015,Huff Hall,"Kang, H",
CHLH,594,Special Topics,Lecture course in topics of current interest; specific subject matter announced in the Class Schedule. May be repeated.,1 TO 4 hours.,40976,SP1,Open (Restricted),Lecture-Discussion,S4,15:00,17:50,W,1001,Huff Hall,"Barnes, L",
CHLH,599,Thesis Research,Preparation of theses in community health. Approved for S/U grading only. May be repeated to a maximum of 16 hours.,0 TO 16 hours.,53908,,Open (Restricted),Independent Study,IND,ARRANGED,,,,,,
CHP,199,Special Topics,"Special topics each term. Additional fees may apply. See Class Schedule. May be repeated up to 6 hours, if topics vary. At least one (1) semester of enrollment is required for residents of the Honors Living-Learning Community. Prerequisite: For Campus Honors Program and/or James Scholar students.",1 to 6 hours.,59884,AD1,Open (Restricted),Online Discussion,OD,10:00,10:50,F,,,"Gary, D",
CHP,199,Special Topics,"Special topics each term. Additional fees may apply. See Class Schedule. May be repeated up to 6 hours, if topics vary. At least one (1) semester of enrollment is required for residents of the Honors Living-Learning Community. Prerequisite: For Campus Honors Program and/or James Scholar students.",1 to 6 hours.,74596,AD2,Open (Restricted),Online Discussion,OD,15:00,15:50,W,94AB,Illinois Street Residence Lng,"White, Z",
CHP,199,Special Topics,"Special topics each term. Additional fees may apply. See Class Schedule. May be repeated up to 6 hours, if topics vary. At least one (1) semester of enrollment is required for residents of the Honors Living-Learning Community. Prerequisite: For Campus Honors Program and/or James Scholar students.",1 to 6 hours.,72564,AD3,Open (Restricted),Online,ONL,ARRANGED,,,,,"Jackson, L",
CHP,199,Special Topics,"Special topics each term. Additional fees may apply. See Class Schedule. May be repeated up to 6 hours, if topics vary. At least one (1) semester of enrollment is required for residents of the Honors Living-Learning Community. Prerequisite: For Campus Honors Program and/or James Scholar students.",1 to 6 hours.,56621,AD4,Open (Restricted),Discussion/Recitation,DIS,11:00,11:50,R,94AB,Illinois Street Residence Lng,"McGrath, M",
CHP,199,Special Topics,"Special topics each term. Additional fees may apply. See Class Schedule. May be repeated up to 6 hours, if topics vary. At least one (1) semester of enrollment is required for residents of the Honors Living-Learning Community. Prerequisite: For Campus Honors Program and/or James Scholar students.",1 to 6 hours.,74439,AD5,Open (Restricted),Discussion/Recitation,DIS,12:00,12:50,W,,,"Fitzjarrald, A",
CHP,199,Special Topics,"Special topics each term. Additional fees may apply. See Class Schedule. May be repeated up to 6 hours, if topics vary. At least one (1) semester of enrollment is required for residents of the Honors Living-Learning Community. Prerequisite: For Campus Honors Program and/or James Scholar students.",1 to 6 hours.,72039,AD6,Open (Restricted),Discussion/Recitation,DIS,16:00,16:50,R,94AB,Illinois Street Residence Lng,"Fitzjarrald, A",
CHP,199,Special Topics,"Special topics each term. Additional fees may apply. See Class Schedule. May be repeated up to 6 hours, if topics vary. At least one (1) semester of enrollment is required for residents of the Honors Living-Learning Community. Prerequisite: For Campus Honors Program and/or James Scholar students.",1 to 6 hours.,72041,AL1,Open,Online Lecture,OLC,ARRANGED,,,,,"Fitzjarrald, A",
CHP,199,Special Topics,"Special topics each term. Additional fees may apply. See Class Schedule. May be repeated up to 6 hours, if topics vary. At least one (1) semester of enrollment is required for residents of the Honors Living-Learning Community. Prerequisite: For Campus Honors Program and/or James Scholar students.",1 to 6 hours.,72038,EJ,Open (Restricted),Independent Study,IND,ARRANGED,,,,,"Jakobsson, E",
CHP,395,Interdisciplinary Seminar,"Seminar on interdisciplinary topics in the natural sciences, social sciences, humanities, and arts. Open to Chancellor's Scholars and other honors students. Additional fees may apply. See Class Schedule. May be repeated to a maximum of 6 hours if topics vary. Prerequisite: Junior standing in the Campus Honors Program.",3 hours.,71368,B,Closed,Conference,CNF,9:00,10:20,TR,1022,Foreign Languages Building,"Fritzsche, P",
CHP,395,Interdisciplinary Seminar,"Seminar on interdisciplinary topics in the natural sciences, social sciences, humanities, and arts. Open to Chancellor's Scholars and other honors students. Additional fees may apply. See Class Schedule. May be repeated to a maximum of 6 hours if topics vary. Prerequisite: Junior standing in the Campus Honors Program.",3 hours.,61101,C,Closed,Conference,CNF,14:00,15:20,MW,113,Gregory Hall,"Ehrlich, M",
CHP,396,Interdisciplinary Seminar ACP,Course is identical to CHP 395 except for the additional writing component. May be repeated to a maximum of 6 hours. Prerequisite: Junior standing in or permission of the Campus Honors Program. Completion of campus Composition I general education requirement.,3 hours.,59589,C,Closed,Conference,CNF,14:00,15:20,TR,1051,Lincoln Hall,"Giorgio, G",
CI,199,Undergraduate Open Seminar,Approved for both letter and S/U grading. May be repeated.,1 TO 5 hours.,74449,,Open (Restricted),Independent Study,IND,ARRANGED,,,,,,
CI,199,Undergraduate Open Seminar,Approved for both letter and S/U grading. May be repeated.,1 TO 5 hours.,56662,NL1,Open (Restricted),Lecture-Discussion,LCD,16:00,17:20,M,,,"Latham, N",
CI,210,Introduction to Digital Learning Environments,"Surveys the field of digital environments and their capacity to support teaching and learning. Examines theories of interactivity, immersion, learning with multi-media, and digital literacies to discuss and evaluate various digital environments. Students learn to critically assess digital environments and to create original prototypes that target a specific and important learning or teaching goal. Environments that will be discussed and experimented with in class include virtual worlds, social networks, digital classrooms, interactive exhibits, video games, and tangible technologies.",3 hours.,69900,AD1,Open,Discussion/Recitation,DIS,16:00,17:50,R,1000,Siebel Center for Design,,
CI,210,Introduction to Digital Learning Environments,"Surveys the field of digital environments and their capacity to support teaching and learning. Examines theories of interactivity, immersion, learning with multi-media, and digital literacies to discuss and evaluate various digital environments. Students learn to critically assess digital environments and to create original prototypes that target a specific and important learning or teaching goal. Environments that will be discussed and experimented with in class include virtual worlds, social networks, digital classrooms, interactive exhibits, video games, and tangible technologies.",3 hours.,73056,AD3,Open,Discussion/Recitation,DIS,13:00,14:50,W,1050,Siebel Center for Design,,
CI,210,Introduction to Digital Learning Environments,"Surveys the field of digital environments and their capacity to support teaching and learning. Examines theories of interactivity, immersion, learning with multi-media, and digital literacies to discuss and evaluate various digital environments. Students learn to critically assess digital environments and to create original prototypes that target a specific and important learning or teaching goal. Environments that will be discussed and experimented with in class include virtual worlds, social networks, digital classrooms, interactive exhibits, video games, and tangible technologies.",3 hours.,46406,AL1,Open,Lecture,LEC,13:00,13:50,M,4025,Campus Instructional Facility,"Lindgren, R",
CI,395,Independent Study,"Permits study of problems not considered in other courses; for students who excel in self-direction and intellectual curiosity. Approved for both letter and S/U grading. Prerequisite: Junior or senior standing; minimum GPA of 3.5; completion of Advanced Composition requirement, and consent of adviser and staff member supervising the work.",2 OR 3 hours.,61099,,Open (Restricted),Independent Study,IND,ARRANGED,,,,,,
CI,402,Teaching Diverse Middle Grade Students,"Examines the curriculum and philosophy of teaching students in the middle grades. Students will focus on a number of related topics including teaching a diverse middle school student population, including all students in instruction, using technology for teaching middle school English, Mathematics, Science, and Social Studies and alternative means of assessing students' learning. Seminar content will be integrated with coursework in adolescent development, and special education in middle school settings. Coursework is integrated with a middle grade field experience. 3 undergraduate hours. 3 graduate hours. May be repeated up to 9 credit hours. Prerequisite: CI 401, CI 405, or CI 410.",3 hours.,60250,E,Open (Restricted),Lecture-Discussion,LCD,9:00,11:50,F,325,David Kinley Hall,,
CI,402,Teaching Diverse Middle Grade Students,"Examines the curriculum and philosophy of teaching students in the middle grades. Students will focus on a number of related topics including teaching a diverse middle school student population, including all students in instruction, using technology for teaching middle school English, Mathematics, Science, and Social Studies and alternative means of assessing students' learning. Seminar content will be integrated with coursework in adolescent development, and special education in middle school settings. Coursework is integrated with a middle grade field experience. 3 undergraduate hours. 3 graduate hours. May be repeated up to 9 credit hours. Prerequisite: CI 401, CI 405, or CI 410.",3 hours.,48023,M,Open (Restricted),Lecture-Discussion,S1,13:00,15:50,M,389,Education Building,"Gonzalez Rivera, G",
CI,402,Teaching Diverse Middle Grade Students,"Examines the curriculum and philosophy of teaching students in the middle grades. Students will focus on a number of related topics including teaching a diverse middle school student population, including all students in instruction, using technology for teaching middle school English, Mathematics, Science, and Social Studies and alternative means of assessing students' learning. Seminar content will be integrated with coursework in adolescent development, and special education in middle school settings. Coursework is integrated with a middle grade field experience. 3 undergraduate hours. 3 graduate hours. May be repeated up to 9 credit hours. Prerequisite: CI 401, CI 405, or CI 410.",3 hours.,10523,S,Open (Restricted),Lecture-Discussion,S2,13:00,15:50,W,222,David Kinley Hall,"Krist, C",
CI,402,Teaching Diverse Middle Grade Students,"Examines the curriculum and philosophy of teaching students in the middle grades. Students will focus on a number of related topics including teaching a diverse middle school student population, including all students in instruction, using technology for teaching middle school English, Mathematics, Science, and Social Studies and alternative means of assessing students' learning. Seminar content will be integrated with coursework in adolescent development, and special education in middle school settings. Coursework is integrated with a middle grade field experience. 3 undergraduate hours. 3 graduate hours. May be repeated up to 9 credit hours. Prerequisite: CI 401, CI 405, or CI 410.",3 hours.,72526,T,Open (Restricted),Lecture-Discussion,S3,13:00,15:50,W,389,Education Building,,
CI,403,Teaching a Diverse High School Student Population,"Examines the curriculum and philosophy of teaching students in high school grades. Students will focus on a number of related topics including teaching a diverse student population, including all students in instruction, using technology for teaching high school English, Mathematics, Science, and Social Studies and alternative means of assessing students' learning. Seminar content will be integrated with coursework in instructional technology, assessment, and special education with high school students. Coursework is integrated with a high school field experience. 3 undergraduate hours. 3 graduate hours. Prerequisite: CI 401. Requires concurrent enrollment in CI/EPSY 485 and SPED 405.",3 hours.,72525,E,Open (Restricted),Lecture-Discussion,LCD,8:00,10:50,TR,166,Education Building,,
CI,403,Teaching a Diverse High School Student Population,"Examines the curriculum and philosophy of teaching students in high school grades. Students will focus on a number of related topics including teaching a diverse student population, including all students in instruction, using technology for teaching high school English, Mathematics, Science, and Social Studies and alternative means of assessing students' learning. Seminar content will be integrated with coursework in instructional technology, assessment, and special education with high school students. Coursework is integrated with a high school field experience. 3 undergraduate hours. 3 graduate hours. Prerequisite: CI 401. Requires concurrent enrollment in CI/EPSY 485 and SPED 405.",3 hours.,54188,M,Open (Restricted),Lecture-Discussion,LCD,8:00,10:50,TR,4G,Education Building,"Poetzel, A",
CI,403,Teaching a Diverse High School Student Population,"Examines the curriculum and philosophy of teaching students in high school grades. Students will focus on a number of related topics including teaching a diverse student population, including all students in instruction, using technology for teaching high school English, Mathematics, Science, and Social Studies and alternative means of assessing students' learning. Seminar content will be integrated with coursework in instructional technology, assessment, and special education with high school students. Coursework is integrated with a high school field experience. 3 undergraduate hours. 3 graduate hours. Prerequisite: CI 401. Requires concurrent enrollment in CI/EPSY 485 and SPED 405.",3 hours.,70909,S,Open (Restricted),Lecture-Discussion,LCD,8:00,10:50,TR,162,Education Building,"Dean, S",
CI,403,Teaching a Diverse High School Student Population,"Examines the curriculum and philosophy of teaching students in high school grades. Students will focus on a number of related topics including teaching a diverse student population, including all students in instruction, using technology for teaching high school English, Mathematics, Science, and Social Studies and alternative means of assessing students' learning. Seminar content will be integrated with coursework in instructional technology, assessment, and special education with high school students. Coursework is integrated with a high school field experience. 3 undergraduate hours. 3 graduate hours. Prerequisite: CI 401. Requires concurrent enrollment in CI/EPSY 485 and SPED 405.",3 hours.,10525,T,Open (Restricted),Lecture-Discussion,LCD,8:00,10:50,TR,17,Education Building,"Hale, J",
CI,405,Introduction to Teaching Elementary Age Children,Examines the contexts of elementary education in the public schools. Includes content on teaching as a profession and community/family contexts of education. Coursework is integrated with field experiences with elementary children. 3 undergraduate hours. 3 graduate hours. Prerequisite: Admission to the Elementary Teacher Education Program.,3 hours.,67347,AD1,Closed,Discussion/Recitation,DIS,10:30,11:50,M,22,Education Building,"Dean, S",
CI,405,Introduction to Teaching Elementary Age Children,Examines the contexts of elementary education in the public schools. Includes content on teaching as a profession and community/family contexts of education. Coursework is integrated with field experiences with elementary children. 3 undergraduate hours. 3 graduate hours. Prerequisite: Admission to the Elementary Teacher Education Program.,3 hours.,67348,AD2,Open (Restricted),Discussion/Recitation,DIS,10:30,11:50,M,162,Education Building,"Dean, S",
CI,405,Introduction to Teaching Elementary Age Children,Examines the contexts of elementary education in the public schools. Includes content on teaching as a profession and community/family contexts of education. Coursework is integrated with field experiences with elementary children. 3 undergraduate hours. 3 graduate hours. Prerequisite: Admission to the Elementary Teacher Education Program.,3 hours.,67349,AL1,Open (Restricted),Lecture,LEC,9:00,10:20,M,1002,Lincoln Hall,"Dean, S",
CI,405,Introduction to Teaching Elementary Age Children,Examines the contexts of elementary education in the public schools. Includes content on teaching as a profession and community/family contexts of education. Coursework is integrated with field experiences with elementary children. 3 undergraduate hours. 3 graduate hours. Prerequisite: Admission to the Elementary Teacher Education Program.,3 hours.,67350,BD1,Open (Restricted),Discussion/Recitation,DIS,10:30,11:50,W,22,Education Building,"Dean, S",
CI,405,Introduction to Teaching Elementary Age Children,Examines the contexts of elementary education in the public schools. Includes content on teaching as a profession and community/family contexts of education. Coursework is integrated with field experiences with elementary children. 3 undergraduate hours. 3 graduate hours. Prerequisite: Admission to the Elementary Teacher Education Program.,3 hours.,67351,BD2,Open (Restricted),Discussion/Recitation,DIS,10:30,11:50,W,162,Education Building,"Dean, S",
CI,405,Introduction to Teaching Elementary Age Children,Examines the contexts of elementary education in the public schools. Includes content on teaching as a profession and community/family contexts of education. Coursework is integrated with field experiences with elementary children. 3 undergraduate hours. 3 graduate hours. Prerequisite: Admission to the Elementary Teacher Education Program.,3 hours.,73571,BL1,Open (Restricted),Lecture,LEC,9:00,10:20,W,1002,Lincoln Hall,"Dean, S",
CI,406,Theory Practice in Elementary School Teaching I,"Course examines teaching in the elementary grades. Students will focus on a number of related topics, including classroom management, instructional design, personal and professional attributes of effective teachers, and multicultural perspectives. Coursework is integrated with field assignments in public elementary schools. 3 undergraduate hours. 3 graduate hours. Prerequisite: CI 405; admission to the Elementary Teacher Education Program.",3 hours.,72403,C1,Open (Restricted),Lecture-Discussion,LCD,13:00,15:50,M,166,Education Building,"Dornfeld Tissenbaum, C",
CI,406,Theory Practice in Elementary School Teaching I,"Course examines teaching in the elementary grades. Students will focus on a number of related topics, including classroom management, instructional design, personal and professional attributes of effective teachers, and multicultural perspectives. Coursework is integrated with field assignments in public elementary schools. 3 undergraduate hours. 3 graduate hours. Prerequisite: CI 405; admission to the Elementary Teacher Education Program.",3 hours.,72406,C2,Open (Restricted),Lecture-Discussion,LCD,9:00,11:50,F,37,Education Building,,
CI,406,Theory Practice in Elementary School Teaching I,"Course examines teaching in the elementary grades. Students will focus on a number of related topics, including classroom management, instructional design, personal and professional attributes of effective teachers, and multicultural perspectives. Coursework is integrated with field assignments in public elementary schools. 3 undergraduate hours. 3 graduate hours. Prerequisite: CI 405; admission to the Elementary Teacher Education Program.",3 hours.,31625,C3,Open (Restricted),Lecture-Discussion,LCD,13:00,15:50,R,144,Armory,,
CI,410,"Middle School Instruction, Philosophy and Structures","This course will introduce middle school concept and philosophy; cover common instructional and assessment strategies aligned with this concept, with a specific focus on curriculum integration and the use of newer communication technologies; and will review middle school organizational structures, including teaming, advisory, alternative scheduling, exploratory classes, and parental involvement. Students will connect theory and practice by incorporating their concurrent field placement (in middle level setting) into assignments and discussions. 3 undergraduate hours. 3 graduate hours.",3 hours.,55838,A,Open (Restricted),Lecture,LEC,13:00,15:50,R,331,Armory,"Dean, S",
CI,415,"Language Varieties, Cultures and Learning","For students in the early childhood, elementary and middle grades licensure programs. Introduces students to issues related to first- and second-language development, cultural diversity, and language variation. Addresses the above issues in terms of teaching and learning and serves as a base for subsequent courses that will extend these issues in the content areas. 3 undergraduate hours. 3 graduate hours. Prerequisite: Admission to a teacher preparation program.",3 hours.,40536,A,Closed,Lecture-Discussion,LCD,13:00,15:50,M,22,Education Building,,
CI,415,"Language Varieties, Cultures and Learning","For students in the early childhood, elementary and middle grades licensure programs. Introduces students to issues related to first- and second-language development, cultural diversity, and language variation. Addresses the above issues in terms of teaching and learning and serves as a base for subsequent courses that will extend these issues in the content areas. 3 undergraduate hours. 3 graduate hours. Prerequisite: Admission to a teacher preparation program.",3 hours.,10437,B,Open,Lecture-Discussion,LCD,9:00,11:50,T,22,Education Building,"Gonzalez, M",
CI,415,"Language Varieties, Cultures and Learning","For students in the early childhood, elementary and middle grades licensure programs. Introduces students to issues related to first- and second-language development, cultural diversity, and language variation. Addresses the above issues in terms of teaching and learning and serves as a base for subsequent courses that will extend these issues in the content areas. 3 undergraduate hours. 3 graduate hours. Prerequisite: Admission to a teacher preparation program.",3 hours.,73681,C,Open,Lecture-Discussion,LCD,16:00,18:50,R,,,,
CI,421,Principles and Practices in Early Childhood Education,"Studies the principles and practices of using play as an educational tool in early childhood education; reviews historical, philosophical, and psychological foundations of nursery-kindergarten methods; assesses techniques relating play to various aspects of instruction; surveys materials and equipment; and presents methods of classroom evaluation. 3 undergraduate hours. No graduate credit. Prerequisite: CI 420; admission to the Early Childhood Teacher Education Program. Concurrent enrollment in EDPR 420 and EDPR 438; credit or concurrent registration in EDPR 250, section EC.",3 hours.,71957,A,Open (Restricted),Laboratory,LAB,9:00,11:20,F,42A,Education Building,"Smith, S",
CI,421,Principles and Practices in Early Childhood Education,"Studies the principles and practices of using play as an educational tool in early childhood education; reviews historical, philosophical, and psychological foundations of nursery-kindergarten methods; assesses techniques relating play to various aspects of instruction; surveys materials and equipment; and presents methods of classroom evaluation. 3 undergraduate hours. No graduate credit. Prerequisite: CI 420; admission to the Early Childhood Teacher Education Program. Concurrent enrollment in EDPR 420 and EDPR 438; credit or concurrent registration in EDPR 250, section EC.",3 hours.,71959,A,Open (Restricted),Lecture-Discussion,LCD,13:30,14:50,MW,42A,Education Building,"Smith, S",
CI,422,"Families, Communities, Schools","Principles and practices of building partnerships and collaboration among families, community agencies, and schools in a diverse society for early childhood professionals; covers strategies for building understanding, trust, and effective communication with all children and their families including those who have special needs, have cultural and linguistic differences, come from non-traditional family configurations, and who face poverty, health problems, and/or family dysfunction. 3 undergraduate hours. 4 graduate hours. Prerequisite: Admission to the Early Childhood Teacher Education Program or consent of the instructor.",3 OR 4 hours.,66096,A,Open (Restricted),Lecture-Discussion,LCD,13:00,15:50,W,162,Education Building,,
CI,430,Teaching Children Mathematics,"Examines children's learning of mathematics and meaningful instructional methods, representations and materials. Emphasis given to number and operations (including both whole and rational numbers), number theory and statistics/probability. Includes laboratory experience with supervised problem solving. 3 undergraduate hours. 3 graduate hours. Credit is not given for both CI 430 and CI 431. Prerequisite: MATH 103; admission to the Elementary Teacher Education Program.",3 hours.,10440,A,Open (Restricted),Lecture-Discussion,LCD,9:00,11:50,W,166,Education Building,"Poetzel, A",
CI,430,Teaching Children Mathematics,"Examines children's learning of mathematics and meaningful instructional methods, representations and materials. Emphasis given to number and operations (including both whole and rational numbers), number theory and statistics/probability. Includes laboratory experience with supervised problem solving. 3 undergraduate hours. 3 graduate hours. Credit is not given for both CI 430 and CI 431. Prerequisite: MATH 103; admission to the Elementary Teacher Education Program.",3 hours.,47383,C,Open (Restricted),Lecture-Discussion,LCD,9:00,11:50,M,166,Education Building,"Poetzel, A",
CI,430,Teaching Children Mathematics,"Examines children's learning of mathematics and meaningful instructional methods, representations and materials. Emphasis given to number and operations (including both whole and rational numbers), number theory and statistics/probability. Includes laboratory experience with supervised problem solving. 3 undergraduate hours. 3 graduate hours. Credit is not given for both CI 430 and CI 431. Prerequisite: MATH 103; admission to the Elementary Teacher Education Program.",3 hours.,47385,D,Open (Restricted),Lecture-Discussion,LCD,13:00,15:50,W,166,Education Building,"Poetzel, A",
CI,433,Foundations of Bilingual Education,"Analyzes historical, political, and educational influences on bilingual/ESL education in US. Theoretical foundation of bilingual and ESL programs are examined as well as the effectiveness of program models in promoting academic achievement. Meets standards and course requirements for the Illinois State Board of Education Teaching Approval and Endorsement for Bilingual and ESL teachers. Same as LLS 433. 4 undergraduate hours. 4 graduate hours.",4 hours.,47386,A,CrossListOpen (Restricted),Online,ONL,16:00,18:50,W,,,"Martinez Negrette, G",
CI,433,Foundations of Bilingual Education,"Analyzes historical, political, and educational influences on bilingual/ESL education in US. Theoretical foundation of bilingual and ESL programs are examined as well as the effectiveness of program models in promoting academic achievement. Meets standards and course requirements for the Illinois State Board of Education Teaching Approval and Endorsement for Bilingual and ESL teachers. Same as LLS 433. 4 undergraduate hours. 4 graduate hours.",4 hours.,45188,B,CrossListOpen (Restricted),Lecture-Discussion,LCD,16:00,18:50,M,389,Education Building,,
